ID,text,raw_text,label,raw_label
2772,how much money did hotel|transylvania gross overall,how much money did hotel|transylvania gross overall,0000000000000000100000000000000000000000000000,movie.gross_revenue
2773,how much did house|at|the|end|of|the|street make,how much did house|at|the|end|of|the|street make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2774,how much did house on the end of the street gross,how much did house on the end of the street gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2775,revinue for I'll be home|for|christmas,revinue for I'll be home|for|christmas,0000000000000000100000000000000000000000000000,movie.gross_revenue
2776,how much money did iron|man gross,how much money did iron|man gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2777,how much money did iron|man make,how much money did iron|man make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2778,what was the profit margin of iron|man,what was the profit margin of iron|man,0000000000000000100000000000000000000000000000,movie.gross_revenue
2779,find revenue generated by kahani,find revenue generated by kahani,0000000000000000100000000000000000000000000000,movie.gross_revenue
2780,want to find the revenue of kahani,want to find the revenue of kahani,0000000000000000100000000000000000000000000000,movie.gross_revenue
2781,what was the revenue of kahani,what was the revenue of kahani,0000000000000000100000000000000000000000000000,movie.gross_revenue
2782,what did the movie life|is|beautiful gross,what did the movie life|is|beautiful gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2783,dollars in sales looper,dollars in sales looper,0000000000000000100000000000000000000000000000,movie.gross_revenue
2784,how many dollars did looper gross,how many dollars did looper gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2785,how much did looper gross,how much did looper gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2786,how much did looper make in the box office,how much did looper make in the box office,0000000000000000100000000000000000000000000000,movie.gross_revenue
2787,how much money did looper make,how much money did looper make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2788,how much revenue has looper made,how much revenue has looper made,0000000000000000100000000000000000000000000000,movie.gross_revenue
2789,looper revenue,looper revenue,0000000000000000100000000000000000000000000000,movie.gross_revenue
2790,what were the box office sales for looper,what were the box office sales for looper,0000000000000000100000000000000000000000000000,movie.gross_revenue
2791,how much did looper gross,how much did looper gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2792,what was men|in|black|3's revenue,what was men|in|black|3's revenue,0000000000000000100000000000000000000000000000,movie.gross_revenue
2793,find the revenue of mirror,find the revenue of mirror,0000000000000000100000000000000000000000000000,movie.gross_revenue
2794,what is the box office of mirror,what is the box office of mirror,0000000000000000100000000000000000000000000000,movie.gross_revenue
2795,what is the revenue of mirror,what is the revenue of mirror,0000000000000000100000000000000000000000000000,movie.gross_revenue
2796,revenue for ms. congeniality,revenue for ms. congeniality,0000000000000000100000000000000000000000000000,movie.gross_revenue
2797,can you please tell me about the revenue for the movie mr|and|mrs|smith,can you please tell me about the revenue for the movie mr|and|mrs|smith,0000000000000000100000000000000000000000000000,movie.gross_revenue
2798,find revenue from my boys,find revenue from my boys,0000000000000000100000000000000000000000000000,movie.gross_revenue
2799,what was the revenue for pulp|fiction,what was the revenue for pulp|fiction,0000000000000000100000000000000000000000000000,movie.gross_revenue
2800,show me the revenue created by romeo|must|die,show me the revenue created by romeo|must|die,0000000000000000100000000000000000000000000000,movie.gross_revenue
2801,find how much money shark|tales made,find how much money shark|tales made,0000000000000000100000000000000000000000000000,movie.gross_revenue
2802,how much did shrek make,how much did shrek make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2803,how much money did shrek bring in,how much money did shrek bring in,0000000000000000100000000000000000000000000000,movie.gross_revenue
2804,what was shrek's revenue,what was shrek's revenue,0000000000000000100000000000000000000000000000,movie.gross_revenue
2805,what were the earnings from signs,what were the earnings from signs,0000000000000000100000000000000000000000000000,movie.gross_revenue
2806,snow|white|and|the|huntsman revenue,snow|white|and|the|huntsman revenue,0000000000000000100000000000000000000000000000,movie.gross_revenue
2807,how much money did star|wars earn at the box office,how much money did star|wars earn at the box office,0000000000000000100000000000000000000000000000,movie.gross_revenue
2808,how much revenue did star|wars make,how much revenue did star|wars make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2809,look for revenue from step|up,look for revenue from step|up,0000000000000000100000000000000000000000000000,movie.gross_revenue
2810,please look up revenue from step|up,please look up revenue from step|up,0000000000000000100000000000000000000000000000,movie.gross_revenue
2811,what was the gross revenue for superman|returns,what was the gross revenue for superman|returns,0000000000000000100000000000000000000000000000,movie.gross_revenue
2812,box office total terminator 2,box office total terminator 2,0000000000000000100000000000000000000000000000,movie.gross_revenue
2813,amazing|spiderman revenue,amazing|spiderman revenue,0000000000000000100000000000000000000000000000,movie.gross_revenue
